,Issue_id,Duplicated_issue,Title,Description
103,104.0,,"['prompt', 'password', 'create', 'repository', 'location', 'doesnt']","['create', 'repository', 'location', 'field', 'wizard', 'finish', 'try', 'access', 'stream', 'prompt', 'password', 'password', 'require', 'connection', 'constructor', 'client', 'corecvs', 'authentication', 'perform', 'create', 'connection', 'create', 'connection', 'password', 'location']"
104,105.0,,"['children', 'ignore', 'resources', 'return', 'getignored', 'gelwbr']","['resources', 'children', 'ignore', 'folders', 'return', 'return', 'parent', 'ignore', 'jeanmichel', 'handle', 'pass', 'iresource', 'parent', 'getignored', 'handle', 'ignore', 'move', 'future']"
105,106.0,,"['layout', 'ignore', 'resources']","['ingore', 'resources', 'dialog']"
106,107.0,,['gelysm'],"['hackfinder', 'cleanup', 'additional', 'require', 'repository', 'adapter', 'implement', 'nonfiles']"
107,108.0,,"['isubscriber', 'confirmmerge', 'propagate', 'errors']","['hackfinder', 'cleanup', 'eat', 'coreexception', 'probably', 'propagate', 'exception', 'caller']"
108,109.0,,"['parent', 'subscriber', 'gemcgr']","['hackfinder', 'cleanup', 'state', 'problem', 'parent', 'have']"
109,110.0,,"['cvsresource', 'shouldnt', 'expose', 'context', 'gemcjx']","['hackfinder', 'cleanup', 'shouldnt', 'expose', 'context', 'implement']"
110,111.0,,"['remove', 'project', 'directories', 'cvsadapter', 'gemcnx']","['hackfinder', 'cleanup', 'project', 'directories', 'properly']"
111,112.0,,"['unimplemented', 'methods']","['hackfinder', 'cleanup', 'follow', 'methods', 'unimplemented']"
112,113.0,,"['consider', 'keep', 'history', 'replace']","['different', 'delete', 'methods', 'delete', 'folders', 'history', 'consider', 'methods', 'delete', 'replace', 'history', 'maintain', 'currently', 'replace', 'methods', 'history', 'probably', 'future', 'try']"
113,114.0,,"['viewers', 'compare', 'editors', 'consider', 'change', 'content']","['ask', 'buffer', 'modify', 'conflict', 'change', 'change', 'editors']"
114,115.0,,"['default', 'value', 'field', 'location', 'dialog']","['create', 'repository', 'location', 'field', 'wizard', 'create', 'location', 'location', 'different', 'enter', 'value', 'field', 'default', 'value']"
115,116.0,,"['version', 'stream', 'refresh', 'genedo']","['select', 'version', 'stream', 'action', 'repository', 'recommend', 'refresh', 'action', 'complete', 'careful', 'performance', 'issue', 'refresh', 'especially', 'connection', 'versioning', 'selectively', 'refresh', 'preferable', 'behaviour']"
116,117.0,,"['managers', 'startup']","['managers', 'resource', 'persist', 'sessions', 'ongoing', 'merge', 'easiest', 'managers', 'startup', 'create', 'stream', 'release', 'jeanmichel', 'approve', 'jeanmichel', 'perform', 'move', 'future', 'reconsideration', 'lifecycles']"
117,118.0,,"['vcmcore', 'message', 'resources', 'informative']","['message', 'resource', 'xyjtxt', 'informative', 'foobartxt', 'unable', 'delete', 'continue', 'operation', 'jeanmichel', 'priority']"
118,119.0,,"['properties', 'folders', 'project', 'stream', 'consistent']","['select', 'folder', 'display', 'properties', 'field', 'select', 'project', 'stream', 'available', 'print', 'author', 'comment', 'version', 'field', 'current', 'print', 'modify', 'shouldnt', 'value', 'print', 'confuse', 'current', 'modify', 'information', 'actually', 'available']"
119,120.0,,"['connection', 'properly', 'gentcl']","['client', 'connection', 'server', 'properly', 'output', 'machine', 'contain', 'entries', 'connection', 'close', 'remote', 'call', 'cleanup', 'appear', 'command', 'client', 'instead', 'entries', 'receive', 'receive', 'sigchld', 'interactive', 'session', 'command', 'exit', 'status', 'receive', 'confirmation', 'connection', 'properly', 'citizens']"
120,121.0,,"['vcmcore', 'remove']","['remove', 'manager', 'change', 'manager', 'replace', 'prefix', 'plugin', 'startup', 'search', 'manager', 'delete', 'jeanmichel', 'itpvcmall', 'managers', 'startup', 'correctly', 'implement', 'cycle', 'release']"
121,122.0,170.0,"['communication', 'genytq']","['have', 'synchronize', 'release', 'successfully', 'teamstream', 'attempt', 'version', 'project', 'dialog', 'say', 'communication', 'follow', 'communication', 'network', 'connection', 'connect', 'versioning', 'attempt', 'work']"
122,123.0,,"['synchronize', 'provide', 'replace', 'action', 'gepbkl']","['scenario', 'happen', 'change', 'workspace', 'release', 'release', 'encounter', 'release', 'replace', 'stream', 'correspond', 'action', 'miss', 'navigator', 'want', 'navigator', 'instead']"
123,124.0,,"['load', 'versions', 'gepeep']","['version', 'project', 'connect', 'stream', 'version', 'resources', 'separate', 'notion', 'connection', 'connect', 'stream', 'attach', 'stream']"
124,125.0,,"['release', 'parent']","['create', 'project', 'release', 'resource', 'nolock', 'project', 'release', 'verify', 'exist', 'jeanmichel', 'refresh', 'parent', 'show', 'autoreleases', 'parent', 'outgo', 'creations', 'resource', 'resource', 'refresh', 'doesnt', 'parent', 'outgo', 'creations', 'fairly', 'costly', 'support', 'uncommon', 'support', 'test', 'discuss', 'implications', 'tomorrow', 'support', 'sideeffects', 'bail', 'parent', 'release', 'show', 'incoming', 'creations', 'attempt', 'synchronize', 'move', 'future']"
125,126.0,,"['server', 'release']","['release', 'follow', 'message', 'repository', 'colsed', 'connection', 'detail', 'server', 'abort', 'rename', 'exist', 'server', 'possible', 'change', 'change', 'work', 'believe', 'look', 'briefly', 'server']"
126,127.0,,"['ignore', 'mislead', 'message']","['ignore', 'resources', 'ignore', 'multiple', 'ignore', 'change', 'generic', 'message', 'convey', 'change']"
127,128.0,,"['possible', 'unshare', 'project', 'geuost']","['impossible', 'share', 'project', 'useful', 'future', 'consideration']"
128,129.0,,"['discard', 'repository', 'share', 'location']","['discard', 'repository', 'location', 'share', 'project', 'workbench', 'dialog', 'project', 'share', 'location', 'message', 'discard', 'location', 'discard', 'location', 'project', 'workspace', 'share', 'location', 'detail', 'project', 'currently', 'share', 'location', 'jeanmichel', 'review', 'jeanmichel', 'approve', 'release', 'behaviour', 'workspace', 'project', 'share', 'repository', 'second', 'repository', 'select', 'repositories', 'discard', 'message', 'scratchrepo', 'vcmrepo', 'discard']"
129,130.0,,"['progress', 'operation', 'version', 'workspace', 'gesyup']","['select', 'multiple', 'project', 'navigator', 'version', 'workspace', 'conflict', 'resources', 'increment', 'operation', 'finish', 'preocessed', 'project', 'future', 'increment', 'problem']"
130,131.0,,"['delete', 'resource', 'workspace']","['create', 'resource', 'resource', 'folder', 'release', 'change', 'repository', 'delete', 'resource', 'workspace', 'release', 'change', 'repository', 'folder', 'folder', 'remove', 'expand', 'project', 'versions', 'resource', 'select', 'workspace', 'dialog', 'errors', 'add', 'project', 'resource', 'internal', 'occur', 'consult', 'detail', 'orgeclipsevcmui', 'errors', 'add', 'project', 'children', 'delete', 'launcherzip', 'children', 'delete', 'launcherzip', 'project', 'version', 'history', 'orgeclipsevcmui', 'errors', 'add', 'project', 'children', 'resource', 'orgeclipsevcmui', 'internal', 'occur', 'consult', 'detail', 'children', 'manually', 'parent', 'folder', 'workspace', 'work', 'assume', 'effect', 'parent', 'add', 'workspace', 'reproduce', 'problem', 'delete', 'package', 'project', 'repository', 'select', 'delete', 'package', 'workspace']"
131,132.0,,"['feature', 'ignore']","['work', 'project', 'decide', 'release', 'outgo', 'change', 'realize', 'release', 'resources', 'curently', 'jeanmichel', 'currently', 'manage', 'unmange', 'futile', 'have', 'context', 'resources', 'call', 'happen', 'dialog', 'appear', 'allow', 'pattern', 'ignore', 'ignore', 'update', 'remove', 'ignore', 'resources', 'unmanaging', 'subsequent', 'action', 'correctly', 'ignore', 'resources', 'current', 'support', 'unmanage', 'method', 'probably', 'happen', 'unmanage', 'resource', 'manage', 'remove', 'ignore', 'refresh', 'manage', 'manage']"
132,133.0,,"['resource', 'history', 'resource', 'history']","['resource', 'history', 'enable', 'history', 'suppose', 'previously', 'actually', 'action', 'theyre', 'latest', 'history', 'refresh', 'operation']"
133,134.0,,"['dialogs', 'random']","['follow', 'operations', 'unmanaged', 'resource', 'provide', 'different', 'dialogs', 'errors', 'version', 'history', 'information', 'compare', 'stream', 'resource', 'compare', 'version', 'information', 'replace', 'stream', 'resource']"
134,135.0,,"['version', 'dialog']","['select', 'version', 'project', 'workspace', 'project', 'versioned', 'dialog', 'appear', 'option', 'appear', 'dialog', 'project', 'history', 'receive', 'open', 'particularly', 'painful']"
135,136.0,,"['progress', 'progress', 'monitor']","['provide', 'progress', 'monitor', 'comparisons', 'progress', 'run', 'operation']"
136,137.0,,"['message', 'consistent', 'replace', 'compare', 'operations', 'getcgl']","['create', 'compare', 'stream', 'resource', 'release', 'stream', 'message', 'replace', 'stream', 'resource', 'belong', 'stream', 'message', 'title', 'different', 'suppose', 'consistent', 'message', 'situation', 'comparereplace', 'version', 'information', 'dialog', 'compare', 'dialog', 'replace', 'message', 'title', 'consistent', 'unable', 'compare', 'unable', 'replace', 'errors', 'remain', 'stream', 'contentscompare', 'release', 'stream', 'replace', 'belong', 'stream', 'different', 'versioncompare', 'versions', 'compare', 'unable', 'compare']"
137,138.0,,"['package', 'enable', 'theres', 'repository', 'geumrn']","['context', 'present', 'disable', 'project', 'connect', 'repository', 'strange', 'differences', 'enablement', 'example', 'replace', 'stream', 'disable', 'replace', 'version', 'enable', 'operations', 'disable', 'release', 'operation', 'example', 'prompt', 'choose', 'stream', 'project', 'associate', 'feature', 'harder', 'beginner', 'figure', 'work', 'stream', 'critical', 'operations', 'supportive', 'current', 'behaviour', 'consistent', 'contribute', 'action', 'navigator', 'move', 'itpvcm', 'consideration', 'connect', 'stream', 'impossible', 'replace', 'stream', 'possible', 'replace', 'version', 'possibly', 'repository', 'connections', 'disable', 'comparereplace', 'action', 'little', 'overgenerous', 'disable', 'version', 'probably', 'disable', 'instead', 'give', 'helpful', 'fail', 'message', 'consistent', 'eclipse']"
138,139.0,,"['switch', 'release', 'catchup', 'geuoyd']","['awhile', 'automatically', 'switch', 'release', 'theres', 'catchup', 'start', 'catchup', 'default', 'catch', 'incoming', 'change', 'impression', 'theyre', 'possibility', 'catchup', 'things', 'release', 'dialog', 'appear', 'say', 'incoming', 'change', 'switch', 'release', 'release', 'outgo', 'change', 'options', 'yesnoalways', 'pick', 'preference', 'autoswitch', 'incoming', 'change', 'preference', 'prompt', 'people', 'confuse', 'dialog', 'intrusive', 'example', 'get', 'dialog', 'submit', 'switch', 'automatically', 'potentially', 'people', 'realize', 'switch', 'release', 'experts', 'confusion', 'newbies', 'counter', 'arguement', 'vasmalltalk', 'annoy', 'public', 'private', 'public', 'private', 'things', 'unfortunately', 'try', 'defeatable', 'preference', 'possibility', 'things', 'dialog', 'preference', 'preference', 'button', 'catchup', 'incoming', 'change', 'switch', 'release', 'automatically', 'prompt', 'switch', 'release', 'defer', 'future']"
139,140.0,,"['replace', 'close', 'project', 'version']","['project', 'replace', 'version', 'project', 'reopen', 'replace', 'version', 'disable', 'close', 'project', 'back', 'behaviour', 'force', 'project', 'replace', 'version', 'ideally', 'version', 'close', 'recommend', 'action', 'close', 'builders', 'indicate', 'work', 'disable', 'operation', 'understand', 'close', 'replace', 'content', 'close', 'original', 'content', 'explain', 'better', 'close', 'project', 'replace', 'version', 'open', 'course', 'expect', 'newlyloaded', 'version', 'close', 'believe', 'possible', 'currently']"
140,141.0,,"['project', 'share', 'gevqtu']","['recommend', 'dialog', 'automatically', 'select', 'stream', 'options', 'select', 'stream', 'dialog', 'second', 'select', 'stream', 'dialog']"
141,142.0,,"['repository', 'arrows', 'geusah']","['repository', 'arrows', 'arrows', 'navigate', 'arrows', 'instead', 'arrows', 'supply', 'orgeclipseui', 'leftright', 'webgopher', 'navigation', 'familiar', 'netscape', 'arrows', 'people', 'pretty', 'confuse', 'actually', 'create', 'different', 'element', 'button', 'press', 'move', 'consideration']"
142,143.0,,"['message', 'versioning', 'exist', 'version']","['version', 'workspace', 'project', 'alreadyexisting', 'version', 'version', 'example', 'myversion', 'operation', 'follow', 'message', 'versioning', 'problems', 'versioning', 'problems', 'myversion', 'exist', 'version', 'move', 'version', 'myversion', 'exist', 'version', 'move', 'version', 'clearer', 'message', 'alreadyexisting', 'try', 'perform', 'operation', 'version', 'stream', 'message', 'operation', 'previous', 'check', 'offer', 'default', 'report', 'conflict', 'versioning', 'stream']"
143,144.0,,"['repository', 'location', 'dialog']","['repository', 'location', 'dialog', 'select', 'numlock', 'difference']"
144,145.0,,"['exception', 'add', 'workspace', 'gevtjy']","['connect', 'cvslnxtest', 'expand', 'expand', 'davehelloworld', 'project', 'select', 'readmetxt', 'choose', 'workspace', 'davehelloworld', 'workspace', 'orgeclipsevcmui', 'errors', 'add', 'project', 'children', 'orgeclipsevcmui', 'internal', 'occur', 'consult', 'detail', 'children', 'orgeclipsevcmui', 'internal', 'occur', 'consult', 'detail', 'autocreate', 'problem', 'flavor', 'project', 'doesnt', 'exception', 'unclear', 'problem', 'specific', 'project', 'failure', 'better', 'autoload', 'project', 'nicely', 'unreasonable', 'project', 'project', 'project', 'prompt', 'location', 'contact', 'change', 'helpful', 'message', 'load', 'project', 'vcmmeta', 'classpath', 'container', 'children', 'jeanmichel', 'reproduce', 'instead', 'describe', 'itpvcm', 'synching', 'reinvestigate', 'available', 'disable', 'parent', 'resource', 'presumably', 'element', 'selection', 'jeanmichel', 'resource', 'parent', 'message', 'get', 'exception', 'assume']"
145,146.0,170.0,"['repositories', 'gewrwg']","['catch', 'invalid', 'repositories', 'newcvs', 'repository', 'location', 'garbage', 'complete', 'wizard', 'expand', 'project', 'version', 'throw', 'locate', 'recommend', 'recommend', 'catch', 'coreexceptions', 'place', 'verify', 'connections', 'common', 'notice', 'log', 'message', 'errors']"
146,147.0,,['repository'],"['add', 'release', 'repository', 'deficiency', 'currently', 'events', 'repository', 'stream', 'individual', 'resources', 'refresh', 'button', 'discover', 'repository', 'include', 'eclipse', 'platform', 'release', 'number', 'possible', 'necessarily', 'map', 'build', 'platform']"
147,148.0,,"['disable', 'action']","['priority', 'set', 'disable', 'action', 'action', 'appear', 'toolbars']"
148,149.0,,"['progress', 'progress', 'message', 'indicate']","['synchronize', 'project', 'server', 'progress', 'monitor', 'determine', 'incoming', 'change', 'currently', 'compare', 'compare', 'display', 'determine', 'incoming', 'change', 'yesnoc', 'message', 'appear', 'minute', 'construct', 'think', 'realize', 'yesnoc', 'change', 'progress', 'monitor', 'useful', 'doesnt']"
149,150.0,,"['compare', 'conflict', 'resolution', 'progress']","['merge', 'change', 'stream', 'couple', 'conflict', 'prompt', 'second', 'perform', 'change', 'hourglass', 'second', 'think', 'eclipse', 'hourglass', 'problem']"
150,151.0,,['cancel'],"['cancel', 'operation', 'repositories', 'catch', 'project', 'release', 'stream', 'modify', 'progress', 'information', 'dialog', 'message', 'compute', 'differences', 'cancel', 'dialog', 'freeze', 'second', 'message', 'throw', 'problem', 'occur', 'cancel', 'compare', 'walkback', 'communication', 'freeze', 'errors', 'move', 'future']"
151,152.0,,"['resource', 'history', 'ignore']","['workspace', 'overwrite', 'readonly', 'versioned', 'project', 'resource', 'history', 'resouce', 'history', 'workspace', 'dialog', 'overwrite', 'exist', 'project', 'notice', 'doesnt', 'confirm', 'overwrite', 'change', 'state', 'project']"
152,153.0,,"['message', 'versioning']","['create', 'project', 'properties', 'dialog', 'select', 'choose', 'repository', 'version', 'workspace', 'prompt', 'version', 'message', 'dialog', 'versioning', 'problems', 'message', 'identical']"
153,154.0,,"['compare', 'duplication', 'history', 'edition', 'seletion', 'dialog']","['copy', 'historyview', 'common', 'factor', 'duplicate']"
154,155.0,,"['property', 'change', 'button', 'middle']","['change', 'button', 'middle', 'properties', 'dialog', 'entries', 'relate', 'select', 'project', 'properties', 'dialog', 'select', 'better', 'directly', 'refer']"
155,156.0,,"['failure', 'improvement']","['delete', 'resources', 'delete', 'resources', 'successfully', 'load', 'resources']"
156,157.0,,"['progress', 'progress', 'doesnt', 'refresh']","['suspect', 'progress', 'change', 'refresh', 'introduce', 'multiple', 'begintasks']"
157,158.0,,"['behaviour', 'consistency', 'replace', 'operation']","['try', 'replace', 'version', 'projectfolder', 'try', 'compare', 'version', 'prompt', 'location', 'version', 'resource', 'synchronize', 'replace', 'version', 'nonsynchronized', 'unable', 'replace', 'message', 'replace', 'project', 'folders', 'addition', 'message', 'contain', 'resource', 'load', 'instead']"
158,159.0,,"['version', 'stream', 'friendly', 'move', 'workaround']","['manage', 'stable', 'stream', 'stable', 'create', 'stable', 'stream', 'stable', 'version', 'project', 'current', 'support', 'friendly', 'follow', 'dialog', 'select', 'project', 'viewer', 'version', 'viewer', 'select', 'project', 'choose', 'single', 'version', 'move', 'support', 'procedure', 'people', 'access', 'stable', 'version', 'stream', 'plugin', 'doesnt', 'support', 'move', 'solution', 'stream', 'stream', 'concept', 'generate', 'branch', 'access', 'stream', 'better', 'solution', 'stream', 'scenario', 'jeanmichel', 'support', 'workflow', 'common', 'requirement', 'stable', 'current', 'lineup']"
159,160.0,22828.0,"['option', 'server']","['connect', 'expand', 'repository', 'report', 'problems', 'server', 'update', 'server', 'directory', 'cvsroot', 'ignore', 'server', 'directory', 'comment', 'ignore', 'server', 'directory', 'simplestory', 'ignore', 'newslashd', 'slashbak', 'slashstats', 'appear', 'actually', 'cvsroot', 'locally', 'comment', 'simplestory', 'newslashd', 'slashbak', 'slashstats', 'jeanmichel', 'server', 'run', 'customize', 'notice', 'output', 'server', 'instead', 'server', 'adapter', 'modify', 'server', 'message']"
160,161.0,,"['ignore', 'directory', 'show', 'incoming', 'change']","['repository', 'connection', 'anonymous', 'anoncvsgnomeorg', 'cvsgnome', 'expand', 'gnomepilot', 'workspace', 'rightclick', 'project', 'synchronize', 'directory', 'macros', 'content', 'incoming', 'change', 'workspace', 'macros', 'cvsignore', 'rightclick', 'catchup', 'macros', 'directory', 'happen', 'disappear', 'subsequent', 'catchups', 'macros', 'incoming', 'change', 'jeanmichel', 'bizzare', 'ignore', 'browse', 'macros', 'folder', 'appear', 'tranfer', 'directory', 'incoming', 'deletions']"
161,162.0,,"['incorrect', 'result', 'compare', 'synchronize', 'project']","['allow', 'compare', 'nonshared', 'project', 'version', 'project', 'comparison', 'behave', 'follow', 'resource', 'server', 'appear', 'deletion', 'ignore', 'independently', 'content', 'project', 'synchronize', 'stream', 'compare', 'result', 'correct', 'compare', 'folder', 'nonshared', 'project', 'prompt', 'select', 'version', 'appear', 'dialog', 'identical', 'project', 'exist', 'location']"
162,163.0,,"['exception', 'disconnect']","['exception', 'work', 'connect', 'internet', 'remember', 'press', 'synchronize', 'stream', 'therere', 'walkbacks', 'theyre', 'relate', 'locate', 'zrhcvszrhoticom', 'zrhcvszrhoticom', 'unhandled', 'exception', 'catch', 'orgeclipseui', 'compare', 'itpvcm', 'compare', 'version', 'dialog']"
163,164.0,,"['message', 'overwrite', 'project', 'different']","['create', 'project', 'project', 'change', 'select', 'project', 'workspace', 'message', 'exist', 'overwrite', 'add', 'project', 'resource', 'exist', 'finally', 'actually', 'project', 'refresh', 'windows', 'distinguish']"
164,165.0,,"['release', 'multiple', 'repositories', 'confuse']","['release', 'multiple', 'repositories', 'synchronize', 'window', 'report', 'conflict', 'project', 'unusable', 'attach', 'repository', 'release', 'stream', 'modifications', 'attach', 'repository', 'release', 'repository', 'notice', 'synchronize', 'window', 'class', 'conflict', 'include', 'change', 'remove', 'source', 'jeanmichel', 'expect', 'havent', 'load', 'update', 'resources', 'information', 'pseudoconflict', 'filter', 'viewer', 'compare', 'operation', 'change', 'ignore', 'example', 'scenario', 'select', 'project', 'compare', 'stream', 'change', 'project', 'stream']"
165,166.0,,"['folders', 'parent', 'input']","['discuss', 'problem', 'show', 'parent', 'input', 'vajava', 'hierarchy']"
166,167.0,,"['server', 'contact', 'support', 'progress', 'cancelation']","['server', 'contact', 'progress', 'monitor', 'cancel', 'cancelation', 'support', 'lowest', 'client', 'wait', 'response', 'server', 'poll', 'cancelation', 'transaction', 'cancel', 'realize', 'server', 'respond', 'increase', 'timeout', 'connection', 'timeout', 'erroneously']"
167,168.0,,"['change', 'share', 'outgo', 'release', 'change']","['chaging', 'share', 'project', 'essentialy', 'project', 'unreleased', 'outgo', 'change', 'readme']"
168,169.0,,"['property', 'silently', 'disconnect']","['vcmpropertypage', 'contact', 'server', 'control', 'create', 'initialize', 'setcontrol', 'errors', 'initialize', 'open', 'dialog', 'parent', 'control', 'recommend', 'defer', 'behaviour']"
169,170.0,,"['connection', 'failure']","['connection', 'repositories', 'catch', 'connect', 'cvslnxtest', 'operation', 'information']"
170,171.0,4904.0,"['miss', 'repository', 'resources']","['project', 'workspace', 'stream', 'repository', 'unplug', 'network', 'connection', 'select', 'project', 'rightclick', 'replace', 'stream', 'content', 'course', 'dialog', 'resources', 'replace', 'repository', 'invoke', 'replace', 'stream', 'content', 'concede', 'want', 'replace', 'workspace', 'content', 'anyways', 'position', 'resume', 'work', 'slightly', 'resources', 'originally', 'workspace', 'purge', 'delete', 'replace', 'overly', 'aggressive']"
171,172.0,,['review'],"['problems', 'methods', 'loadcache', 'loadcontent', 'call', 'longer', 'implement', 'method', 'remove', 'remove', 'possiblity', 'modification', 'override', 'getcontents', 'override', 'createstream', 'compare', 'method', 'javadoc']"
172,173.0,,['conflict'],"['select', 'conflict', 'perform', 'content', 'expect', 'actually', 'select', 'open', 'navigate', 'automatically', 'change', 'open', 'result', 'common', 'remote', 'selection', 'expect', 'create', 'seperate', 'compare', 'content', 'ancestor', 'visible', 'nonconflict', 'fetch', 'content', 'common', 'resource', 'future']"
173,174.0,,"['message', 'special']","['create', 'nonexisting', 'location', 'project', 'properties', 'version', 'workspace', 'dialog', 'propose', 'version', 'default', 'impossible', 'validate', 'version', 'validate', 'message', 'say', 'versioning', 'problems', 'message', 'try', 'compare', 'version', 'reproduce', 'moment']"
174,175.0,17366.0,"['compare', 'compare', 'editor']","['comparereplace', 'version', 'theyre', 'open', 'compare', 'editor', 'perform', 'unnecessary', 'compare', 'stream', 'content', 'open', 'compare', 'dialog', 'identical', 'content', 'version', 'inform', 'doesnt', 'editor', 'release']"
175,176.0,,"['project', 'version', 'contextual', 'gjxppz']","['rightbutton', 'project', 'version', 'extremely', 'spend', 'talk', 'repository', 'simply', 'open', 'enable', 'status', 'pop', 'project', 'version', 'result', 'perform', 'version', 'initially', 'select', 'presumably', 'populate', 'properties', 'pop', 'perform']"
176,177.0,,"['delete', 'directory', 'appear', 'release', 'gfbdxr']","['release', 'project', 'initially', 'provide', 'cvsignore', 'copy', 'directory', 'create', 'cvsignore', 'content', 'prevent', 'copy', 'remove', 'cvsignore', 'delete', 'matter', 'delete', 'remove', 'cvsignore', 'change', 'output', 'delete', 'resource', 'versioned', 'project', 'restart', 'eclipse', 'appear', 'comparision', 'exist', 'project', 'clients', 'delete', 'folders', 'server', 'server', 'administrator', 'delete', 'readme']"
177,178.0,22806.0,"['maintain', 'expansion', 'switch']","['things', 'filter', 'expansion', 'remember', 'reveal', 'correct', 'expansion', 'example', 'outgo', 'change', 'switch', 'catchup', 'completly', 'collapse']"
178,179.0,,"['cancel', 'addition', 'workspace']","['message', 'repeatable', 'reproduce', 'workspace', 'vcmrepo', 'cancel', 'operation', 'eventually', 'message', 'say', 'communication', 'orgeclipsevcmui', 'errors', 'add', 'project', 'children', 'communication', 'children', 'communication', 'itpvcm', 'cancel', 'workspace', 'finish']"
179,180.0,,"['package', 'review']","['random', 'review', 'comment', 'package', 'method', 'rename', 'cvslike', 'terminology', 'shouldnt', 'mergeresource', 'interface', 'plugin', 'implementations', 'public', 'locallyadded', 'outgoingadd', 'public', 'locallymodified', 'outgoingchange', 'public', 'locallyremoved', 'outgoingdelete', 'public', 'needscheckout', 'incomingchange', 'public', 'needsmerge', 'public', 'serveradded', 'incomingadd', 'public', 'remove', 'public', 'serverremoved', 'incomingdelete', 'public', 'unknownstatus', 'remove', 'method', 'mergeresource', 'delete', 'follow', 'methods', 'isleaf', 'getname', 'getpath', 'getextension', 'replace', 'setlabels', 'getlocallabel', 'getcommonlabel', 'getremotelabel', 'rename', 'rename', 'getbaserevision', 'remove', 'hasbaserevision', 'getlabel', 'methods', 'return', 'mergeresource', 'repository', 'issaveneeded', 'return', 'shouldnt', 'display', 'lowlevel', 'warn', 'performsync', 'propagate', 'exception', 'method', 'appropriate', 'message', 'getproblemtitle', 'remove', 'inline', 'getdiffroot', 'remove', 'duplicate', 'shouldnt', 'subclass', 'gettitle', 'settitle', 'prepareinput', 'subclass', 'createcontents', 'revisit']"
180,181.0,,"['useless', 'ggnjzo']","['synchronize', 'button', 'structure', 'compare', 'button', 'merge', 'maximize', 'available', 'show', 'structure', 'compare', 'division', 'compare', 'framework', 'components', 'structure', 'compare', 'toolbar', 'change', 'better', 'indication', 'contain']"
181,182.0,,"['change', 'project']","['dialog', 'select', 'project', 'change', 'implementation', 'projecta', 'projectb', 'duplicate', 'create', 'project', 'workspace', 'stream', 'merge', 'projecta', 'change', 'projectb', 'dialogs', 'appear', 'catchup', 'actually', 'modify', 'content', 'projectb', 'workspace', 'jeanmichel', 'documentation', 'candidate', 'remove', 'project', 'selection', 'wizard']"
182,183.0,1.0,"['readme', 'refresh', 'external', 'editors', 'gfbqni']","['people', 'refresh', 'external', 'editors', 'outgo', 'change']"
183,184.0,,"['workspace', 'present', 'project', 'stream', 'check', 'gfivzk']","['project', 'workspace', 'stream', 'different', 'effective', 'presence', 'version', 'project', 'stream', 'check', 'example', 'create', 'stream', 'workspace', 'project', 'version', 'stream', 'present', 'workspace', 'prompt', 'overwrite', 'project', 'project', 'delete', 'message', 'say', 'theres', 'version', 'better', 'detect', 'theres', 'version', 'prompt', 'overwrite']"
184,185.0,4944.0,"['errors', 'add', 'largeproject', 'repository']","['project', 'workspace', 'close', 'connection', 'subsequent', 'unsupported', 'handler', 'jeanmichel', 'reproduce', 'second', 'work', 'appear', 'happen', 'connection', 'reproduce', 'unsupported', 'handler', 'message', 'connection', 'project', 'subsequent', 'reproduce', 'largeproject', 'project', 'suggest', 'readme', 'add', 'certain', 'project', 'workspace', 'method', 'possible', 'receive', 'message', 'connection', 'project', 'load', 'workaround', 'behaviour', 'project', 'second', 'readme']"
185,186.0,,"['comment', 'longggg', 'dialog']","['comment', 'release', 'comment', 'dialog', 'release', 'release', 'comment', 'dialog', 'default', 'comment', 'dialog', 'jeanmichel', 'comment', 'truncate', 'future']"
186,187.0,,"['compare', 'classpath', 'stream', 'content', 'cause', 'gfkjqr']","['create', 'project', 'create', 'package', 'release', 'project', 'modify', 'classpath', 'select', 'compare', 'stream', 'content', 'classpath', 'compare', 'dialog', 'history', 'version', 'compare', 'editor', 'internal', 'resource', 'history', 'classpath', 'differently', 'compare', 'reproduce', 'reproduce', 'jeanmichel', 'connect', 'forget', 'set', 'xinetd', 'config', 'exception', 'log', 'future']"
187,188.0,,"['strange', 'release', 'gfkpmd']","['release', 'kill', 'workbench', 'manager', 'restart', 'eclipse', 'synchronize', 'stream', 'conflict', 'expect', 'release', 'occur', 'release', 'server', 'yoursgif', 'exist', 'server', 'abort', 'correct', 'errors', 'reproduce']"
188,189.0,,"['merge', 'incoming', 'creation', 'convert', 'outgo', 'creation']","['workbench', 'contain', 'project', 'incoming', 'creation', 'select', 'incoming', 'creation', 'compare', 'select', 'current', 'change', 'choose', 'create', 'resource', 'convert', 'incoming', 'change', 'outgo', 'change', 'problem', 'leave', 'change', 'mark', 'creation', 'outgo', 'creation', 'basically', 'annotate', 'release', 'change', 'readme']"
189,190.0,,"['impossible', 'release', 'conflict', 'folder']","['single', 'synchronize', 'stream', 'change', 'share', 'project', 'change', 'original', 'stream', 'choose', 'synchronize', 'stream', 'start', 'catchup', 'select', 'catchup', 'folder', 'conflict', 'catchup', 'available', 'folder', 'switch', 'release', 'release', 'available', 'switch', 'release', 'available', 'release', 'conflict', 'releasepower', 'readmeing', 'catchup', 'release', 'equivalent', 'operations', 'conflict', 'folder', 'children']"
