Issue_id,Priority,Component,Duplicated_issue,Title,Description,Status,Resolution,Version,Created_time,Resolved_time
841,P3,User Assistance,,DCR - Turn Help browser into editor (1GD0IRR),"In its current form; the help view is quite large and monolithic.  The combination of a tree; and browser make it almost impossible to use this view in the same page as another view.; Unfortunately; there are many situations where you may want to browse help while editing a ; document or navigating the workspace tree.  ; ; Suggestion:; 	Break the help view into two:; 		1. Help Topics.; 		2. Help Editor.; 	If the user selects an item within the Help Topics view open an editor.  If they select a; 	second item in the topics just change the input for the open editor.  I believe this; 	approach is taken with the java debugger to avoid the proliferation of too many editors; 	as you step through a program.; ; DB: (5/1/2001 5:38:20 PM); This was discussed at some point; but it was felt that the help navigation and the html browser go together.; To address the large view area occupied; there is Show/Hide navigation button on the internal toolbar of the current help view.; You can toggle between just showing the documentation or showing both documentation and navigation.; If you feel strongly about the separation of the two views; please let me know and Ill raise the issue with; the UCD folks (actually; I will do it anyway; as previous UI designs can change). ; Thanks!; ; Cool Feature:; 	Lock Page:  When invoked; the current help editor is locked to the current topic.  If you; 	click in the Help Topics again a new editor is opened.  Now you have the ability to look at; 	more than one page in the help doc.; ; Benefits: ; 	Consistent mechanism for layout manipulation and persistance across desktop; including help.; 	Better integration between help view and others.; 	You can look at more than one page in the help content.; 	On platforms like Linux; where a browser component may not be available; the; 		html browser will open as an external editor.  Result: No ugly empty; 		browser area in the help view.; ; Estimated Coding Time: 1 day.; ; NOTES:; ; DB (5/2/2001 9:40:57 PM); ; There is one issue left; dealing with fast views. When help is a fast view; we cannot have both navigation ; and browser inside the same pane; as one will always go away.; I do; however; like the idea of having separate views for navigation and browser; and yes; it; should not take more than a day or so to code. Testing all the possible scenarios may be a bit; more difficult.",RESOLVED,WONTFIX,2,10/10/2001 21:48,1/18/2005 16:44
842,P3,User Assistance,,Handling NL doc webs (1GDQ0T4),"VK (5/14/01 10:50:44 AM); 		The help handling of NLed doc webs needs to be changed to use the fragment APIs. Cannot rely on having all docs as part of; 		the plugins directory.; ; ; NOTES:; 	VK (7/11/01 9:45:35 AM); 		Need to verify if this is still the case ... the help support should be calling the platform methods to locate NL-variants ; 		of the doc files. The core api supports should now (R0.9) be searching the plugin and fragment directories. ; ;     DB (7/11/2001 11:08:56 AM);        We do correct plugin and fragment directories; but only for the current locale.;        I opened a PR on core to have support for passing locale info to the Plugin.find() method.;       1GGPF9N: ITPCORE:ALL - Need support for specifying the locale info in Plugin.find()",RESOLVED,FIXED,2,10/10/2001 21:48,4/16/2002 10:06
843,P3,User Assistance,,Error dialog could offer to open preferences (1GDQA1B),"PRODUCT VERSION:; 105 jdk; ; DESCRIPTION:; 	(minor); ; 	If help system cannot find the help it will give an error dialog indicating; ; 	It appears that documentation is not installed on this machine. If it is installed on; 	a remote server; then from Windows -> Preferences....; ; ; 	Should this give the user the option of jumping directly to the preference page.; ; NOTES:; ; ; ; NOTES:",RESOLVED,FIXED,2,10/10/2001 21:48,4/22/2002 14:16
844,P3,User Assistance,,Switch to remote help form local help should refresh help view (1GDS7NI),If help is shown (based on local install) and a remote help is set; switching to the remote ; help should refresh the current opened help views.; ; NOTES:,RESOLVED,WONTFIX,2,10/10/2001 21:48,2/13/2002 10:55
845,P3,User Assistance,,Move the search UI classes to the search plugin (1GDS7P9),Search should be completely contained in the search plugin.; ; NOTES:,RESOLVED,FIXED,2,10/10/2001 21:48,2/12/2002 18:14
846,P3,User Assistance,,NL: Only one doc.properties is picked up (1GDS7QJ),When doc.properties is available in the .nl\ja and .nl\ja_JP; strings should be; looked-up in both. Currently; once a doc.properties has been found; the related ones (lang and default); are no longer looked at.; ; NOTES:,RESOLVED,FIXED,2,10/10/2001 21:48,3/24/2002 3:05
847,P3,User Assistance,,Printing in wrong order (1GF9XPI),"Occassionally when printing a Topic Tree; some of the topics are reversed.; ; 1) Right click on a tree; 2) Print Topic Tree; 3) Sometimes two adjacent pages will print in flipped order; ; NOTES:; ; 	MM (6/13/2001 3:31:52 PM); 		The first time I tried this (Platform Plug-In Developers Guide -> Samples) it printed; 		Workbench - Property Sheet before Workbench - Multi-page Editor. Possibly others.; 		The second time; those two were correct; but other (seemingly random) examples; 		were printed in the wrong order.; ; 	MM (6/13/2001 3:36:20 PM); 		Tried printing the Workbench topic tree; and it printed Property Sheet (third item); 		even before the Table Of Contents.",RESOLVED,WONTFIX,2,10/10/2001 21:48,3/24/2002 2:33
848,P3,User Assistance,,Javascript failure on Linux (1GENJAF),"jkca (6/1/2001 12:10:45 PM); 	jre-motif-sdk 116; ; 	The Javascript used to write the name of title pages; does not work on linux.; ; To Duplicate:; 1. Start Eclipse; 2. Switch to help perspective; 3. The title page for JDT doc comes up with just an image across the top (no ; text); ; NOTES:; ; DB (6/1/2001 4:32:49 PM); What browser do you have on the Linux machine?; It worked ok with Netscape 4.72; the version that comes by default in Red Hat ; 6.2 ; ",RESOLVED,WORKSFORME,2,10/10/2001 21:48,2/13/2002 10:56
849,P3,User Assistance,,Help: Forward/back should be disabled when no next/prev page (1GENTF2),The forward/back buttons should be disabled when there is no next/previous page in the history.; ; NOTES:; ; DB (6/7/2001 2:24:07 PM); Unless you feel this PR is very important;we would like to defer it to a futher release.,RESOLVED,FIXED,2,10/10/2001 21:48,2/13/2002 10:58
850,P3,User Assistance,,Browser content not updeated when switching between help perspectives (1GETALW),"If help reuses Netscape Window; and 2 or more help perpectives are open;; 	the browser is shared between these perspectives.; 	; 	If I select topic a in perspective A; then topic b in perspective B;; 	then switch back to A perspective; the browser displays topic b.; ; ; NOTES:",RESOLVED,INVALID,2,10/10/2001 21:48,2/13/2002 10:58
851,P3,User Assistance,,Next button on toolbar does not work (1GET07T),"-In Help Perspective select PDE ISV guide; 	(Perspective-> Open-> Other-> Help; select PDE ISV); -Click on Introduction to PDE page; -Hit Next Page button on local toolbar ; BUG: nothing happens; next page is not displayed; ; NOTES:; KLM (6/4/2001 5:00:44 PM); 	Looks like this is working as intended (more like a web browser); 	I was expecting it to take me to the next page in the guide.; ; DB (6/7/2001 2:25:18 PM); I changed the tooltip to say Back and Forward; as this is the standard browser convention.; A next/previous type of behavior as you describe would be nice; I would treat that as a suggestion; for a further release of the code.",RESOLVED,WORKSFORME,2,10/10/2001 21:48,4/17/2002 22:35
852,P3,User Assistance,,Incorrect page highlighted when Previous button clicked (1GET0EJ),"-In Help Perspective select PDE ISV guide; 	(Perspective-> Open-> Other-> Help; select PDE ISV); -Click on Creating a plug-in page; -Hit Previous Page button on local toolbar ; The previous page is selected; but ; BUG: the incorrect page is highlighted in the contents list ; Creating a plugin is still highlighted; when Setting up the Workbench; is the page that should be highlighted; ; NOTES:; DB (6/4/2001 12:39:54 PM); This is working as designed.; It was felt that navigation in the browser should not change the topics tree. ; One can use the synchronize button on the help view toolbar to synchronize with navigation.; The behavior you suggest is very valid; and perhaps we will need to re-evaluate our decisions.; Similarly for the other PR  (1GET07T)",RESOLVED,WONTFIX,2,10/10/2001 21:48,4/22/2002 14:18
853,P3,User Assistance,,Double click in help navigation doesnt always work on linux (1GET6SJ),Especially when Netscape is up; double clicking in the help navigation view ; does not expand/collpase the tree.; ; NOTES:,RESOLVED,INVALID,2,10/10/2001 21:48,2/13/2002 11:00
854,P3,User Assistance,,Help Preference ->Remote install with no url specified fails (1GET86Z),When selecting remote install with no url (or incorrect URL ) specified; the browser return its own error message for browsing a topic.; The page should do a sanity test to the url specified before applying the changes.; ; NOTES:,RESOLVED,INVALID,2,10/10/2001 21:49,4/17/2002 22:36
855,P3,User Assistance,,properties files are not re-initialized when switching remote/local (1GEUPR8),"MF (6/5/01 10:11:33 AM); 		when we switch between local/ remote scenarios; we do not refresh the doc.properties files.; 		(and maybe context.properties should be looked at as well); 		; 		To reproduce; have same plugin; local and remote. ; 		load remote; then swtich to local. ; 		close perspective. ; 		open same plugin again.; 		contents are picked up locally; but tree viewer still displays remote doc.properties. ; ; ; NOTES:; 	KK (2001-06-05 10:22:32); 		context.properties are always read from local first",RESOLVED,FIXED,2,10/10/2001 21:49,3/23/2002 22:36
856,P3,User Assistance,,silent ignore of duplicate contexts with the same id  (1GEUV93),"MF (6/5/01 12:10:21 PM); 		we silently ignore two context objects that have the same id.; 		This should be at least logged at the info debug level.; ; ; NOTES:; 		MF (6/5/01 12:11:49 PM); 			to reproduce; in same contexts file; cut and paste same context contribution;; 			and test.",RESOLVED,FIXED,2,10/10/2001 21:49,3/24/2002 3:06
857,P3,User Assistance,,exception in getting started page (1GEUXRR),"AK (6/5/01 7:07:04 PM); 	note: i use internet explorer 2.0; ; 	1. open the getting started page; 	2. hit the Workbench User Guide link; 	3. note: no busy cursor ! <<BUG 1; 	4. an error message show up saying that i dont have a correct version of ie installed.; 		but it does not tell me which version _is_ correct. << BUG 2; 	5. i get the following walkback in the console << BUG 3; ; 		; Check to see if the correct version of Internet Explorer is installed on your sy; stem.; org.eclipse.swt.SWTException: Class ID not found in registry result = -214722100; 5;         at org.eclipse.swt.ole.win32.OLE.error(OLE.java:304);         at org.eclipse.swt.ole.win32.OleClientSite.getClassID(OleClientSite.java; :631);         at org.eclipse.swt.ole.win32.OleControlSite.<init>(OleControlSite.java:8; 0);         at org.eclipse.help.internal.ui.win32.HelpControlSite.<init>(HelpControl; Site.java:28);         at org.eclipse.help.internal.ui.win32.WebBrowser.<init>(WebBrowser.java:; 102);         at org.eclipse.help.internal.ui.win32.BrowserFactory.createBrowser(Brows; erFactory.java:27);         at org.eclipse.help.internal.ui.HTMLHelpViewer.createControl(HTMLHelpVie; wer.java:56);         at org.eclipse.help.internal.ui.HTMLHelpViewer.<init>(HTMLHelpViewer.jav; a:35);         at org.eclipse.help.internal.ui.EmbeddedHelpView.createPartControl(Embed; dedHelpView.java:107);         at org.eclipse.ui.internal.PartPane$2.run(PartPane.java:54);         at org.eclipse.core.internal.runtime.InternalPlatform.run(InternalPlatfo; rm.java(Compiled Code));         at org.eclipse.core.runtime.Platform.run(Platform.java(Compiled Code));         at org.eclipse.ui.internal.PartPane.createChildControl(PartPane.java:52); ;         at org.eclipse.ui.internal.PartPane.createControl(PartPane.java:96);         at org.eclipse.ui.internal.ViewPane.createControl(ViewPane.java:108);         at org.eclipse.ui.internal.PartSashContainer.createControl(PartSashConta; iner.java:163);         at org.eclipse.ui.internal.PerspectivePresentation.activate(PerspectiveP; resentation.java:78);         at org.eclipse.ui.internal.Perspective.onActivate(Perspective.java:499);         at org.eclipse.ui.internal.WorkbenchPage.onActivate(WorkbenchPage.java:8; 27);         at org.eclipse.ui.internal.WorkbenchWindow$5.run(WorkbenchWindow.java:87; 2);         at org.eclipse.swt.custom.BusyIndicator.showWhile(BusyIndicator.java(Com; piled Code));         at org.eclipse.ui.internal.WorkbenchWindow.setActivePage(WorkbenchWindow; .java:860);         at org.eclipse.ui.internal.WorkbenchWindow.busyOpenPage(WorkbenchWindow.; java:281);         at org.eclipse.ui.internal.WorkbenchWindow.access$6(WorkbenchWindow.java; :269);         at org.eclipse.ui.internal.WorkbenchWindow$4.run(WorkbenchWindow.java:64; 1);         at org.eclipse.swt.custom.BusyIndicator.showWhile(BusyIndicator.java(Com; piled Code));         at org.eclipse.ui.internal.WorkbenchWindow.openPage(WorkbenchWindow.java; :638);         at org.eclipse.help.internal.ui.DefaultHelp.getHelpViewInHelpPerspective; (DefaultHelp.java:223);         at org.eclipse.help.internal.ui.DefaultHelp.getHelpViewInCurrentPerpecti; ve(DefaultHelp.java:167);         at org.eclipse.help.internal.ui.DefaultHelp.displayHelp(DefaultHelp.java; :132);         at org.eclipse.ui.internal.dialogs.WelcomeItem.openHelpTopic(WelcomeItem; .java:91);         at org.eclipse.ui.internal.dialogs.WelcomeItem.access$0(WelcomeItem.java; :88);         at org.eclipse.ui.internal.dialogs.WelcomeItem$1.run(WelcomeItem.java:13; 1);         at org.eclipse.swt.custom.BusyIndicator.showWhile(BusyIndicator.java(Com; piled Code));         at org.eclipse.ui.internal.dialogs.WelcomeItem.triggerLinkAt(WelcomeItem; .java:129);         at org.eclipse.ui.internal.dialogs.WelcomeEditor$1.mouseUp(WelcomeEditor; .java:71);         at org.eclipse.swt.widgets.TypedListener.handleEvent(TypedListener.java(; Compiled Code));         at org.eclipse.swt.widgets.Widget.notifyListeners(Widget.java(Compiled C; ode));         at org.eclipse.swt.widgets.Widget.notifyListeners(Widget.java(Compiled C; ode));         at org.eclipse.swt.widgets.Display.runDeferredEvents(Display.java(Compil; ed Code));         at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java(Compiled;  Code));         at org.eclipse.ui.internal.Workbench.runEventLoop(Workbench.java(Compile; d Code));         at org.eclipse.ui.internal.Workbench.run(Workbench.java:620);         at org.eclipse.core.internal.boot.InternalBootLoader.run(InternalBootLoa; der.java:815);         at org.eclipse.core.boot.BootLoader.run(BootLoader.java:285);         at java.lang.reflect.Method.invoke(Native Method);         at org.eclipse.core.launcher.Main.basicRun(Main.java:69);         at org.eclipse.core.launcher.Main.run(Main.java:311);         at org.eclipse.core.launcher.Main.main(Main.java:198); ; NOTES:; EG (6/5/2001 9:18:48 AM); 	moving to ITPUI; ; KH (6/5/2001 3:25:25 PM); 	Moving to TOR; ; 	MF (6/7/01 3:47:46 PM); 		OK. ; 		For bug 1; I *do* get the hour glass. So can you please be more specific if you are doing some ; 		special steps?; ; 		For bug 2: I have added the IE version to the pop-up message.; ; 		For bug 3: yes; we do stack dump; but we stack dump to our own .log file; not console.; 		Note that we are using the Platforms log object; and the platform by default has a global; 		log listener; that will listen to us. ; 		So the only way that I can see where you will see us stack dumping to the console; it would be if; 		you have started the platform with logging directed to standard out. ; 		And even then; it is *not* us stack dumping; we would still be logging to our .log file in this ; 		scenario. It is the platform that is listening to us; and deciding to use standard out instead.; ; 		So the point is; can you please let us know if you had platform logging directed to standard; 		out ?; ; ; 	MF (6/7/01 4:52:12 PM); 		Bug2: fixed in build > 0.119",RESOLVED,FIXED,2,10/10/2001 21:49,4/22/2002 14:19
858,P3,User Assistance,,Unable to find URL with - in it (1GF05JS),"Please respond to Susan Griffin/OTT/OTI <Susan_Griffin@oti.com> ; To:	Vlad Klicnik/Toronto/IBM@IBMCA; Greg Adams/OTT/OTI <Greg_Adams@oti.com>; cc:	 ; Subject:	bug in help server!; ; ; The help server could not resolve a path that was:; ;      http://127.0.0.1:3293/org.eclipse.jdt.doc.isv/questions-index/index.html; ; it could resolve a path that was:; ;      http://127.0.0.1:3293/org.eclipse.jdt.doc.isv/questions/index.html; ; It would seem the presence of the - character messes it up.; ; I can work around; but it took me awhile to figure it out.; ; susan; ; ; NOTES:; 	KK (2001-06-08 11:02:22); 	I could not reproduce the problem.  There are files in documentation; 	that contain - in the names and paths; that work fine.; 	I have created the file that you had problem with (included it in; 	manifest xml file).  I was able navigate and view the file.; 	; 	If it still does not work for you; send me your complete plugin;; 	and I will take a look.",RESOLVED,WORKSFORME,2,10/10/2001 21:49,11/10/2001 19:37
859,P3,User Assistance,,Hide Navigation setting not remembered (1GF5ZEN),- open help perspective; - click on Hide Navigation button; - shutdown; - restart; - it comes back showing the Navigation pane; ; I did this while the help view was detached; but that should not matter.; ; NOTES:; ; DB (6/11/2001 1:42:01 PM); If this is not a must fix (we dont think it is) we will defer it to a future release.,RESOLVED,INVALID,2,10/10/2001 21:49,11/1/2002 20:20
860,P3,User Assistance,,Null pointer exception in Help Server if url /pluginid/ passed (1GF63E3),"Navigating to url /pluginid/ causes Null Pointer Exception to be thrown; 	inside help server; and reported on command line.  Eclipse and Help; 	continue to work.; ; NOTES:; 	KK (2001-06-11 13:45:20); 	The url passed is not valid help topic id; hence should not appear; 	in the navigation nor links inside documents.; 	It is low severity defect.",RESOLVED,FIXED,2,10/10/2001 21:49,2/12/2002 18:27
861,P3,User Assistance,,(minor)UnknownHostException: Help (1GF9SDU),"When the workbench help is set to be off the web and its URL is invalid; UnknownHostException is not caught.; ; Log: Wed Jun 13 13:34:05 EDT 2001; 4 org.eclipse.help.ui 0 Could not copy the infoset data from server; java.net.UnknownHostException: wwwwwwwwwwwwwwwwww.ca; 	at java.net.InetAddress.getAllByName0(InetAddress.java:585); 	at java.net.InetAddress.getAllByName0(InetAddress.java:554); 	at java.net.InetAddress.getByName(InetAddress.java:463); 	at java.net.Socket.<init>(Socket.java:112); 	at sun.net.NetworkClient.doConnect(NetworkClient.java:56); 	at sun.net.www.http.HttpClient.openServer(HttpClient.java:347); 	at sun.net.www.http.HttpClient.openServer(HttpClient.java:534); 	at sun.net.www.http.HttpClient.<init>(HttpClient.java:282); 	at sun.net.www.http.HttpClient.<init>(HttpClient.java:292); 	at sun.net.www.http.HttpClient.New(HttpClient.java:304); 	at sun.net.www.protocol.http.HttpURLConnection.connect(HttpURLConnection.java:393); 	at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:487); 	at java.net.URL.openStream(URL.java(Compiled Code)); 	at org.eclipse.help.internal.navigation.InfosetsMap.restore(InfosetsMap.java:60); 	at org.eclipse.help.internal.navigation.HelpNavigationManager.getInfoSetIds(HelpNavigationManager.java:190); 	at org.eclipse.help.internal.navigation.HelpNavigationManager.<init>(HelpNavigationManager.java:65); 	at org.eclipse.help.internal.HelpSystem.getNavigationManager(HelpSystem.java:110); 	at org.eclipse.help.internal.ui.DefaultHelp.displayHelp(DefaultHelp.java:111); 	at org.eclipse.help.internal.ui.DefaultHelp.displayHelp(DefaultHelp.java:104); 	at org.eclipse.help.internal.Help.displayHelp(Help.java:87); 	at org.eclipse.help.internal.ui.ShowHelp$1.run(ShowHelp.java:67); 	at org.eclipse.swt.custom.BusyIndicator.showWhile(BusyIndicator.java(Compiled Code)); 	at org.eclipse.help.internal.ui.ShowHelp.run(ShowHelp.java:61); 	at org.eclipse.ui.internal.PluginAction.run(PluginAction.java:125); 	at org.eclipse.jface.action.ActionContributionItem.handleWidgetSelection(ActionContributionItem.java:408); 	at org.eclipse.jface.action.ActionContributionItem.handleWidgetEvent(ActionContributionItem.java(Compiled Code)); 	at org.eclipse.jface.action.ActionContributionItem$ActionListener.handleEvent(ActionContributionItem.java(Compiled Code)); 	at org.eclipse.jface.action.ActionContributionItem$ActionListener.handleEvent(ActionContributionItem.java(Compiled Code)); 	at org.eclipse.swt.widgets.Widget.notifyListeners(Widget.java(Compiled Code)); 	at org.eclipse.swt.widgets.Widget.notifyListeners(Widget.java(Compiled Code)); 	at org.eclipse.swt.widgets.Display.runDeferredEvents(Display.java(Compiled Code)); 	at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java(Compiled Code)); 	at org.eclipse.ui.internal.Workbench.runEventLoop(Workbench.java(Compiled Code)); 	at org.eclipse.ui.internal.Workbench.run(Workbench.java:620); 	at org.eclipse.core.internal.boot.InternalBootLoader.run(InternalBootLoader.java:815); 	at org.eclipse.core.boot.BootLoader.run(BootLoader.java:285); 	at java.lang.reflect.Method.invoke(Native Method); 	at org.eclipse.core.launcher.Main.basicRun(Main.java:126); 	at org.eclipse.core.launcher.Main.run(Main.java:408); 	at org.eclipse.core.launcher.Main.main(Main.java:281); Log: Wed Jun 13 13:34:11 EDT 2001; 4 org.eclipse.help.ui 0 It appears that documentation is not installed on this machine. If it is installed on a remote server; then from Window -> Preferences; select the Help page and configure the required parameters.; ; ; NOTES:; ; KK (2001-06-14 11:02:50); 	I cannot reproduce uncought exception.; 	This exception is caught by our help code; and is logged as part of the error handling/reporting.; ; ; MF (6/14/01 4:46:57 PM); 	We are assuming that platform logging was directed to console for this stack dump to be seen.; 	If this is not the case please let us know.; ; WC(14/06/2001 7:28:49 PM); 	The stack trace was logged to .log and it still occurs in 123 SDK. I didnt try it in VAJ though.",RESOLVED,WONTFIX,2,10/10/2001 21:49,3/24/2002 2:50
862,P3,User Assistance,,Print Topic Tree doesnt use default printer (1GF9SV2),"Right clicking on a topic under Contents and choosing Print Topic Tree; doesnt use the default Windows printer (and doesnt prompt); ; 1) Open Help perspective; 2) choose a topic to print; 3) Right click and Print Topic Tree; 4) Click OK to confirm printing; 5) Walk across the building to the first printer configured in Windows and; pick up your document.; ; NOTES:; ; 	MM (6/13/2001 3:34:14 PM); 		After selecting the printer from the Print page button; it seems to print to; 		that printer all the time; even between restarts of Eclipse.; ; 	MF (6/14/01 12:48:55 PM); 		This is duplicate to:; 		1GE4V5U: ITPHELP:ALL - print has inconsisent behavior; ; 		Currently Nested printing will print to the last printer used by IE; and not the system printer.; 		This is the behavior of IDM_PRINT command. According to MS web pages; you can not ; 		programatically set the printer to be used by the IE control. ; ; 		We can pop-up the Printer dialog for the first transaction; and following transaction will ; 		re-use the latest printer; but the problem is two-fold:; 		1)  not all printer dialog settings are persistent.; 		2) some of the options do not make sense/ are confusing for nested printing. ; 				eg: what does it mean to specify a range of pages for nested printing?",RESOLVED,WONTFIX,2,10/10/2001 21:49,4/22/2002 14:23
863,P3,Doc,,Names of topics when printing (1GF9Y3Q),"The name displayed in the Eclipse Help perspective for a given topic; isnt shown anywhere on the printed page.; ; 1) Print a topic; 2) The name displayed when browsing the tree doesnt show up anywhere on the page.; ; NOTES:; ; 	MM (6/13/2001 3:40:04 PM); 		A good example of this is Platform Plug-In Developers Guide -> Workbench ->; 		Property View. The title of the HTML page is Desktop - Property Sheet Example; 		(which appears at the top of the printed page); and has a large title in the body; 		of the HTML reading Example - Property Sheet. Nowhere on the paper does it; 		say Property View.; ; 	KK (2001-06-14 10:01:27); 		It is up to the ID authors to label the topic appropriately in the tree.; 		The label might match the document title; which should be contained; 		within a body document (help does not expose the title);; 		or might be completely different; and make sense only in the tree; 		contexts; 		Ex. 3 consequtive topics labeled: Exporting Project; on Windows;; 		and on Linux.  It does not make sense to use these labels when; 		topic does not appear in the context.  We use them hovewer;; 		in the table of contents; when printing topic sub tree.; 		The printing solution is not perfect; but we are not going to redesign; 		it for this version.; ; 	MF (6/14/01 11:13:18 AM); 		Just to make things clear here. The table of contents printed is the tree that you see; 		in the left navigation view. Since the help system code does not rely on nor display the title; 		of a page; the title of the page often should be the actual title in the tree.; 		If we revisit printing; then this might change.",RESOLVED,FIXED,2,10/10/2001 21:49,5/28/2007 11:38
864,P3,User Assistance,,Default platform listerner loggs everything and can be misleading (1GFBVDA),"MF (6/14/01 4:32:36 PM); 			Two defects have poped up against the Help System reporting that exceptions are not being caught; 			and are being stack dumped to standard out. I have referenced the two defects below; and I am ; 			assuming that when these defects where opened; the platform logging was directed to the console.; ; 			The help system uses the Eclipse log concept; and we do stack dump the trace to our own log file. ; 			and the errors *are* being handled. But it is scaring people when they see these stack dumps (with ; 			logging directed to console). ; 			So I guess my question is: is it ok to see these stack dumps (of course only if logging is directed to console)?;   			or is there some standard being followed that no stack dumps should happen if things are being properly; 			handled? ; 			; 			We stack dump only for debuggnig purposes. Since we do not use error codes; the same error can be reached; 			from two code paths; and its better to save the stack dump.; 			; 			Please move this PR to the Help system inbox if action needs to be taken.; ; NOTES:; 		MF ; 			1GF9SDU: ITPUI:WIN2000 - (minor)UnknownHostException: Help; 			1GEUXRR: ITPJUI:ALL - exception in getting started page; ; JM (6/15/2001 9:34:17 AM); 	In general; exceptions; handled or otherwise; should not be; 	happening.  If we hide the fact that they are; the responsible parties will not be held responsible and the ; 	underlying problems will be fixed.  ; ; 	Note that people do not normally run with -consolelog and the console log is just a mirror of the real log.; 	Not much the core can do for this.  Moving ot Help.",RESOLVED,WORKSFORME,2,10/10/2001 21:49,1/9/2003 16:29
865,P3,User Assistance,4644,Following a link needs an additional click (1GFO03X),"1) Open Help perspective; 	2) From the topic combobox select Java Development User Guide; 	3) Drill down to Tasks > Using the Scrapbook > Creating a Scrapbook Page; 	4) move mouse over link See Running & Debugging; 		Observe: link changes feedback; so it seems to be possible to follow it; 	5) Click on the link See Running & Debugging; 		Observe: nothing happens; 	6) Click again; 		Observe: now the link is followed and a new page is opened; ; NOTES:",RESOLVED,DUPLICATE,2,10/10/2001 21:49,10/25/2001 17:41
866,P3,User Assistance,,Missing safer error handling code  (1GGR9O5),"MF (7/12/01 10:38:10 AM); 		while looking at ; 			1GE4V5U: ITPHELP:ALL - print has inconsisent behavior; 		I noticed a potential for a UI deadlock when doing Nested printing. While it *is* very unlikely that; 		it would happen; that error checking code should have been there. ; ; NOTES:; 		The fix is not at all major. Simply more escape code to prevent deadlock.",RESOLVED,WONTFIX,2,10/10/2001 21:49,3/24/2002 4:47
1533,P2,Debug,,Feature: notification of changing variables (1G5NRPC),"DW (12/8/00 4:03:27 PM); 	The old VAME debugger displayed variables that changed on the last step	; 	in a different color. We cannot control color but could use a special ; icon; 	to present this.; ; JGS (8/8/01 1:55:20 PM); 	Waiting to hear from VI regarding styling TreeItems.; ; JGS (8/14/01 11:42:53 AM); 	Example code from VI for bolding items in a tree.; ; public static void main (String [] args) {; 	final Display display = new Display ();; 	Shell shell = new Shell (display);; 	; 	final Tree tree = new Tree(shell; SWT.NONE);; 	tree.setBounds(10; 10; 200; 200);; 	for (int i = 0; i < 10; i++) {; 		TreeItem item = new TreeItem(tree; SWT.NONE);; 		item.setText(item +i);; 	}; 	; 	final TreeItem treeItem = new TreeItem(tree; SWT.NONE);; 	treeItem.setText(accented item );; 	; 	final Canvas accent = new Canvas(tree; SWT.NONE);; 	accent.setBackground(tree.getBackground());; 	FontData[] data = tree.getFont().getFontData();; 	data[0].setStyle(SWT.BOLD);; 	Font font = new Font(display; data[0]);; 	accent.setFont(font);; 	accent.addListener(SWT.Paint; new Listener() {; 		public void handleEvent(Event e) {; 			e.gc.drawText( treeItem.getText(); 1; 1);; 		}; 	});; 	accent.addListener(SWT.FocusIn; new Listener() {; 		public void handleEvent(Event e) {; 			accent.setBackground(display.getSystemColor; (SWT.COLOR_LIST_SELECTION));; 			accent.setForeground(display.getSystemColor; (SWT.COLOR_LIST_SELECTION_TEXT));; 			tree.setSelection(new TreeItem[] {treeItem});; 		}; 	});; 	accent.addListener(SWT.FocusOut; new Listener() {; 		public void handleEvent(Event e) {; 			accent.setBackground(tree.getBackground());; 			accent.setForeground(tree.getForeground());; 		}; 	});; 	; 	TreeEditor editor = new TreeEditor(tree);; 	editor.horizontalAlignment = SWT.LEFT;; 	GC gc = new GC(accent);; 	editor.minimumWidth = gc.textExtent( treeItem.getText()).x;; 	gc.dispose();; 	editor.grabVertical = true;; 	editor.setEditor(accent; treeItem);; 	; 	shell.open ();; 	while (!shell.isDisposed ()) {; 		if (!display.readAndDispatch ()) display.sleep ();; 	}; 	font.dispose();; 	display.dispose ();; }; ; JGS (8/14/01 11:43:22 AM); 	The trick is to do this enhancement at a language independent level.  ; This really; 	means something like bolding or coloring variable tree items; since ; changing; 	text or icons is model presentation specific.  But since TreeItems ; dont support; 	any styling options; wed have to extend TreeViewer and do some fairly ; ugly; 	work to get bolding behavior as outlined above.  If we had support for ; 	styling individual tree items; this could be easier.  Filed PR; 	[1GIGJK4: ITPUI:ALL - Feature request: styled tree items] to track this ; request.; 	Moving to Inactive.",VERIFIED,FIXED,2,10/10/2001 22:14,2/4/2002 13:16
1562,P3,Debug,,Suspending on a breakpoint...select that breakpoint (1GD5POD),"DS (5/3/01 10:38:38 AM); 	When a breakpoint is hit; we should select that breakpoint in the breakpoints view.",VERIFIED,FIXED,2,10/10/2001 22:15,9/5/2003 15:08
1577,P2,UI,,Use new workbench API for editor re-use,"DW (5/18/01 8:58:12 AM); 	Can we re-use editors? And just re-set the input? Can we look at editor IDs?; ; DW (5/18/01 1:37:06 PM); 	EditorPart.setInput(IEditorInput) is not part of the API - just the implementation.; ; DW (6/19/01 9:37:28 AM); 	Requires API request/change from workbench.; ; DS (8/3/2001 3:39:38 PM); 	@see 1GHWE4M: ITPUI:ALL - Reuse of editors: changing the input",RESOLVED,FIXED,2,10/10/2001 22:15,2/4/2002 16:16
